MAYUS,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
DESILUSIONADO,-0.032153614,-0.046057247,-0.00991006,0.012173908,-0.025625637,0.0065527307,-0.018391596,0.02446751,0.0062520127,0.0070260195,0.04374627,0.017711245,-0.021455575,-0.018141646,-0.029460337,0.008249601,0.013012058,0.0038926702,0.020663928,0.010772299,-0.0041845096,-0.017919434,-0.013816318,0.033923652,-0.074299656,-0.03721924,-0.046706334,0.028243821,-0.017267019,-0.004099181,0.03665876,0.004338028,-0.0026211613,0.010688111,0.040466726,0.0035840299,0.013546984,-0.014978632,0.009534394,0.019163428,-0.024915531,-0.019207163,-0.02177003,-0.00039190598,-0.018589241,0.008751631,-0.0005069039,-0.008930558,0.045223743,0.033687033,-0.0076673585,0.008053577,0.0005755145,0.014555748,-0.011191371,-0.03587295,0.0012574429,0.014295468,0.0021327296,0.010129582,0.038104206,0.019413976,-0.024046406,0.045384757,-0.008185784,-0.031248186,-0.010287027,0.016115133,-0.0057946793,0.013052091,0.017484333,0.0074909567,0.009716126,-0.0048799436,-0.005108088,0.025367502,0.012037726,-0.017656103,0.014136503,0.001554325,-0.048704773,0.037585866,-0.009828069,-0.016502753,0.012480665,0.0044082394,-0.006065387,-0.022198668,0.024217283,-0.026813243,0.004400492,0.026919832,-0.0055494546,-0.0010196933,0.0064050397,-0.0061162873,-0.035903122,0.009030699,0.0012611148,0.00035151187,0.003228724,0.045449268,0.014600169,-0.031679757,0.0022692902,-0.0073819137,0.014851994,0.019904716,-0.04134684,0.013346998,0.0028202373,-0.030477865,0.0061521195,-0.02521818,0.032186568,-0.017451284,-0.07120754,-0.013498816,0.021458318,0.0077956365,-0.0038044208,0.013566988,0.0057618013,-0.0283688,0.02100712,-0.029317811,0.013067363,0.01409918,-0.021805836,-0.012083392,0.024872756,0.023148082,0.015878972,0.023342771,-0.04395704,0.023709696,-0.01725175,-0.0024946246,0.03547535,-0.02198878,0.0054009873,-0.011237311,-0.043769777,0.012590287,-0.022468176,-0.029407244,0.013785427,0.020931266,0.01971496,0.027051708,-0.019164324,-0.020649493,0.0019031562,-0.0018507892,0.04438275,-0.045876935,-0.027741738,-0.015645448,0.0054423846,0.016108423,0.02801796,-0.003323188,0.0014834757,0.0070989346,0.002103972,-0.033291098,0.012286084,-0.010797004,0.02896621,0.02537283,0.0045274408,-0.04724787,-0.03539706,0.022073923,0.022671293,0.010961092,-0.015886204,0.0013899521,0.004086011,0.014257553,0.045195073,0.01584372,-0.014511759,-0.010524439,-0.016630454,-0.006161151,-0.03220708,0.015311073,0.027296904,-0.0048853983,-0.01818036,0.014806185,0.029017296,0.026026845,-0.0424902,0.016568568,0.0074826535,-0.016654644,-0.025400847,0.03290554,-0.015392333,-0.03120188,0.032464117,0.01498242,0.0022755875,0.017487828,-0.026006749,-0.054202355,0.0059898496,0.0031101387,-0.012829389,-0.0146537,-0.0059084278,-0.006428129,-0.0014058535,-0.0031006546,8.669931e-05,-0.010017881,0.013185944,0.019496555,0.015000999,0.022453187,-0.006921403,-0.0027501637,0.031074796,0.0040323352,0.011319271,-0.012228816,0.011396102,0.010180322,-0.036104023,-0.011519309,0.0019639144,-0.0041393405,-0.0055049057,0.01455099,-0.01048912,-0.011916305,-0.028050292,0.02721585,-0.017488565,-0.0035734202,-0.03230641,-0.017770113,-0.065246865,0.00053517846,-0.010255737,0.037066225,0.031135304,-0.025342982,0.0100028,-0.053461045,0.008341763,0.023721112,0.017294,-0.009738603,0.00874741,0.0080405325,-0.015619619,0.020668626,0.02520749,0.00475006,0.020272855,0.00106721,0.024237886,-0.05222164,-0.0022718534,0.036517575,0.004889504,0.011177367,-0.006165949,0.012404166,-0.018998738,-0.005549773,-0.026683135,-0.015750505,-0.008030215,0.034253493,0.0027115382,0.013072759,-0.042245,-0.008378258,0.00091974624,0.0036934623,0.016117692,-0.005495754,0.012107196,-0.0139700305,0.023578275,0.0059697116,0.00851917,-0.05216045,-0.017654382,-0.0017127141,0.0037738837,0.018493108,0.023525579,0.03614831,-0.020911954,-0.00899485
INTERESADO,-0.03189832,-0.026617607,-0.0055205887,-0.020397129,0.00093302864,0.0059311767,-0.010504832,0.00067797845,-0.0015925128,0.03073592,0.05095347,0.021054232,-0.01730704,0.009669508,-0.011300359,-0.009137511,0.026823845,0.047936082,-0.059440367,0.005258375,-0.028961977,-0.003919452,0.016379181,0.026130045,-0.01749382,0.014052327,-0.018990634,0.062203933,-0.004803593,0.007640665,0.033284564,-0.02552021,-0.030639715,0.028686438,0.02198452,-0.0011482022,-0.0066290856,0.0032100915,0.00076669705,0.004065202,-0.056330588,-0.024471734,-0.022765415,-0.016831692,-0.051208276,0.0052151256,-0.007007218,-0.02836187,0.032574188,0.018100018,0.049711782,-0.0024568522,0.017088728,-0.0033130723,0.003109229,-0.018410457,0.004749118,-0.017547341,-0.012474678,-0.040776014,0.029279616,-0.00042491304,-0.02711674,0.01920995,-0.03556392,-0.017074957,0.00075647567,0.022827199,0.008071219,-0.0120223705,-0.0016629148,0.035319794,-0.021150298,-0.004740911,0.019653218,0.010844482,0.02531662,-0.022514358,0.045381848,0.039596636,-0.0427784,0.0017738742,-0.016380694,0.01824356,0.014999132,-0.027394298,-0.03382221,0.010539684,0.0067870026,-0.01649899,0.0068361224,0.0025620938,0.005424084,0.012643614,0.029242363,-0.0140054375,-0.00911266,-0.006719006,0.035711024,0.03165788,-0.05243453,-0.006871515,-0.010356826,-0.0014095546,0.06667314,0.011741891,0.031165017,0.015711108,0.0011391096,0.051108103,-0.012177045,-0.036846373,0.029083107,-0.009513614,0.031871106,-0.0035508391,0.001915582,-0.019830614,0.025613805,0.055238623,-0.0008722927,0.039360557,-0.027910957,-0.021032391,0.04818782,-0.0016713121,0.0017960765,0.01829104,-0.017278409,0.018013507,0.033151314,0.047093075,0.028309548,0.010410342,-0.00705354,0.017486524,-0.032797914,0.013733893,0.06723974,-0.003983448,0.019239154,-0.0071149725,-0.033998515,0.00913309,-0.037662465,-0.0087931,0.026110288,-0.01034929,0.016712775,-0.021184452,-0.0024582513,0.019754656,0.00905316,-0.0025033292,0.04037605,0.013036908,0.047200542,-0.026999613,0.023716524,0.026427094,-0.037795346,-0.021706318,-0.027580235,0.060136966,-0.013923627,-0.011012628,0.026553674,0.034973066,-0.07781366,0.0050595836,-0.0027984749,-0.041483942,-0.020518865,-0.014305547,0.045568388,0.0048514158,-0.0075399694,0.03095187,-0.007600444,-0.004422457,0.05715887,0.05558157,-0.046987142,0.022288183,-0.06328054,0.007379796,-0.0020253595,0.045764275,-0.011907414,-0.0218082,0.016603168,0.0027204645,-0.00031224472,0.0032837237,-0.011748952,-0.016022848,-0.009603239,-0.0015243314,0.02034914,0.04760428,-0.03661583,-0.029320559,0.019616224,-0.0011039639,0.023985395,0.074058674,-0.016258053,-0.04715495,0.021615835,-0.008412661,-0.03070831,-0.020501498,-0.0183068,0.024334349,-0.00045975132,-0.048880674,-0.01520401,0.0012372029,0.031802677,0.038131356,-0.0034044853,0.034870196,-0.021482982,0.009534505,0.03226607,0.027000487,-0.0194512,0.024681197,-0.010512084,0.0015418772,-0.020777736,-0.010142113,-0.0075921523,0.0018433933,-0.043162394,0.010326602,-0.0006307256,-0.014593282,-0.025259256,-0.00029454048,0.021753838,0.014474471,-0.0030262345,-0.016954074,-0.09619861,0.018551372,0.010121296,0.03942446,0.023972789,-0.01960998,-0.0026332336,0.040840052,0.02038178,0.008529022,0.001779296,-0.029831804,0.010813023,0.033726003,0.0011551505,-0.007950327,-0.010390006,0.014692743,0.022844767,0.04013454,0.025973061,-0.03965306,0.026004765,0.030454563,0.008272112,0.019393133,0.015012059,0.017544018,-0.027148157,-0.019394025,-0.030117538,-0.018147077,0.0029270977,-0.015074468,-0.013954393,0.054810435,-0.01167519,-0.005203127,-0.020247985,-0.013292116,0.02667589,0.037801165,-0.019379046,-0.010434289,0.019632557,0.020203134,0.0005620834,-0.068165384,-0.018813558,0.020838877,-0.0116660185,0.015621677,-0.034664698,0.0028053385,-0.020782301,0.009808175
DEPRIMIDO,-0.04694786,-0.06430998,-0.009798702,0.0006951729,0.01759695,-0.021980103,-0.016933378,0.016448949,-0.009691561,0.00588133,0.051329747,0.011943673,-0.017110655,-0.06306708,-0.0122755775,0.01655832,0.017236186,0.0328707,0.038133323,-0.0062255557,0.01524101,-0.022891711,-0.017883943,0.016136386,-0.062690936,-0.051494427,-0.05300773,0.08280246,-0.005002195,-0.028990265,0.058048066,0.0054551177,-0.010953539,0.027550114,-0.019969106,0.038495746,-0.0133315,0.02714838,-0.021558879,0.064426295,-0.019312471,-0.021574123,-0.026389726,-0.01633873,-0.026249675,0.014653865,-0.0037078774,0.0040141046,0.04170111,0.012657381,-0.044127166,0.0024185183,0.015961226,0.0014258423,-0.06390321,-0.06095006,0.005191143,-0.024141092,-0.033381674,0.04549457,0.032040283,-0.020399809,-0.009608799,0.011987344,-0.021772495,-0.079174824,0.013665736,0.03029105,-0.06868973,-0.01465943,0.0030064872,0.044396184,0.011351977,-0.023446696,-0.0012099937,0.026597941,0.030206267,-0.017531335,0.027066126,-0.022908933,-0.03024015,0.046680525,0.023813158,-0.017430196,0.023632154,-0.012471003,-0.005403405,-0.04671374,0.026234087,-0.04708979,-0.021633036,0.041816123,0.004342228,0.031028409,0.079003096,-0.024268517,-0.01927195,0.0048951916,0.013932707,0.03891292,-0.017255232,0.013100514,0.008606276,0.026644677,-0.007532589,0.0044319984,0.0025087968,-0.043391988,-0.01055984,0.017668128,0.011342886,-0.101270474,0.03440285,-0.01792609,0.037473977,-0.022362556,-0.038140506,0.002519051,0.007684068,0.0005711233,-0.025663225,0.046177555,0.0041908156,-0.033985402,0.00078652124,-0.00059022405,0.008496639,0.08127619,-0.04670401,-0.02750192,0.05027123,0.043406248,0.052723527,0.015954107,-0.036885753,0.060700487,-0.03956392,-0.019288233,0.049127962,-0.004755809,0.03371048,-0.007998372,-0.03615466,0.03754196,-0.046754796,-0.04856597,-0.008900445,0.017402235,0.014324972,-0.0094403885,-0.015344303,0.0114343325,0.044910215,-0.007945441,0.03819204,-0.09821093,0.0053409394,-0.017738882,0.0506649,0.03214782,0.054217156,-0.025793435,0.018867929,-0.027785761,-0.009770723,-0.019009002,-0.012123053,-0.011601254,-0.010728225,0.037359882,0.024359614,-0.035380397,-0.03147088,0.028026205,-0.010334802,-0.0010459712,0.055603914,-0.022249307,-0.019886225,0.019976677,0.07436162,0.028227929,-0.032914385,-0.043186292,0.033827886,-0.0046183076,-0.011141801,0.029793981,0.05284028,-0.011123569,-0.047452815,0.018221542,0.056419425,0.036241632,-0.023425933,0.023171347,0.0062752897,0.026155224,-0.06917093,0.019965827,0.0037598088,-0.010049986,0.038092382,0.007926846,0.011970058,0.027460415,-0.018393077,-0.07523103,0.02429114,0.05152412,-0.000494155,-0.006950241,-0.034923464,0.015545695,0.020919207,-0.035695497,-0.003287469,-0.014904037,0.008583071,-0.010542628,0.078247555,-0.028355613,0.027264731,-0.0047901487,0.016296748,-0.00282552,0.064001605,0.0026882254,0.010762993,0.044891134,0.002566251,-0.049137168,-0.049928732,-0.017786525,0.019726202,0.012065578,0.01399356,-0.034959313,-0.050686248,0.063156284,-0.04723953,-0.02284059,0.045097742,-0.0019567164,-0.09896976,0.008027867,0.06601301,0.052933935,0.049381565,-0.025503729,0.007188127,-0.0036022393,0.028113067,0.012865855,0.07697929,-0.008484978,0.024320915,-0.023650475,-0.006772272,-0.04778626,0.019364284,0.020142235,-0.018215233,-0.014557874,0.01597584,-0.008792047,0.022421626,0.06443299,-0.04147747,-0.02156038,-0.025456263,0.09576346,-0.010850329,0.0076367026,-0.024859771,-0.0062591145,-0.028900005,0.048001237,-0.013604773,0.011093084,-0.035588674,-0.0038909046,-0.014042765,-0.014183726,0.0022196705,-0.0037946505,0.048257265,-0.010204324,0.030886093,0.016960334,0.010540074,-0.07756548,-0.0029318552,0.004429272,-0.024244979,0.03387621,0.04542296,-0.013349601,0.012325019,0.0057172487
ACUSANTE,-0.0023674734,-0.009340628,-0.016693143,0.03863533,0.018755425,0.0005480775,0.001050313,0.012668605,-0.007998971,-0.023378212,0.069897875,0.04766412,-0.030657895,0.059328653,-0.020369805,0.026603522,-0.008153565,0.03123425,-0.008706484,-0.012859505,0.0025281848,-0.015270643,-0.07133654,0.028048104,0.02594193,-0.0051589827,0.022170397,0.04774328,0.023501169,0.019107766,0.025169175,-0.041900273,0.008224834,0.01251534,0.006493001,-0.010364718,0.01801441,0.02741183,-0.015539311,-0.033961568,-0.024378432,-0.07839668,-0.047224216,0.012263294,0.0054328176,-0.025090883,0.00287359,-0.006002963,-0.008772197,0.0013562579,-0.0056046764,-0.04793547,0.028594129,-0.009474401,0.037431862,0.076450765,-0.014523834,0.025874281,-0.017059887,-0.019109983,0.00092364557,-0.0042448416,-0.036850795,0.043742206,-0.014682147,-0.0033591485,0.06725081,-0.0051488187,0.00060332956,0.058688823,-0.0010408473,0.001103248,-0.036337785,0.014402864,0.0060375812,0.0045513073,0.088241115,-0.0041699833,-0.01640157,-0.055664197,-0.0013595809,-0.026287042,0.0032982477,0.012388636,-0.02191514,0.02296454,0.016974175,0.00031701382,-0.01982799,-0.007028748,0.020647688,0.009888093,-0.048438955,-0.003081529,0.036061093,-0.01011183,-0.009411862,-0.0056072837,-0.032249045,0.016497333,0.00016472596,-0.0021865293,0.09419612,0.0064422875,0.020517018,-0.02569647,0.006478154,-0.03548266,0.015549124,-0.016522383,0.039053034,0.0018535263,-0.030024774,0.0044239713,0.023444347,0.0062773493,-0.044231642,-0.017983995,0.104642585,-0.04172193,0.009024299,0.01439054,0.036610413,-0.059723336,0.061777785,0.0035577607,0.018414717,-0.042316094,-0.024264295,0.028735496,0.006921871,0.055269096,0.026314156,0.030155333,0.00562266,0.011084331,0.002019289,-0.054580905,0.051971655,-0.02024227,0.042506535,0.036486078,-0.062142096,0.0509768,-0.051169343,-0.015249123,-0.024187902,0.064459816,0.053310625,0.005811645,-0.043746125,0.055745676,0.024058621,-0.0024329335,-0.0019800568,-0.00023884128,0.0074668736,0.0037688285,0.01949052,-0.008765094,0.0379446,0.02376815,-0.0401187,-0.019575186,0.012473995,0.005569466,0.0104306815,0.00016561657,-0.030478671,0.009243229,-0.0003777865,-0.007688808,0.013240659,-0.013413388,0.010860835,-0.005203902,0.05088444,0.008933397,-0.0046139727,0.017209057,0.037925255,0.0221322,-0.01900797,0.0022925208,-0.010731811,-0.009902026,-0.0063011735,-0.0050899675,-0.015118071,0.004315703,-0.0025985886,0.010369728,-0.018163277,0.039676595,-0.061509315,0.03831707,0.0042253523,-0.0058713527,0.055711344,0.10466404,-0.07459617,0.05141867,0.017391425,0.03255614,-0.04002408,0.039962225,0.008901558,-0.060326762,-0.017000157,-0.009355045,-0.025228819,-0.024492051,0.011002894,-0.029429112,-0.02477508,-0.018816724,-0.030648189,-0.009102017,0.06807376,0.01610594,0.0489408,0.02130093,-0.00030498687,-0.010736234,-0.021869697,0.038871937,-0.020825837,-0.035946038,0.010907758,-0.008114526,0.013076096,0.022389518,0.05081794,0.016179107,-0.025311453,0.0010272939,-0.012316578,0.013524399,-0.09088493,-0.026679857,0.03646896,-0.0018514978,0.03925657,0.037247267,-0.03807825,-0.030715192,-0.02966411,0.069953404,0.009514508,-0.049286637,-0.06903402,0.039927132,0.078128755,-0.02327772,-0.012434008,-0.06694516,-0.0082528535,-0.006445645,0.002792413,0.018881194,-0.039669264,0.007924581,0.038416423,0.076088995,0.011410623,0.008282541,-0.008078424,-0.003090304,-0.01122476,0.080508865,-0.0062708254,0.022311302,-0.022322383,0.016668012,-0.025908122,-0.09526237,-0.029105753,-0.005040763,0.056800857,0.07323289,0.010871258,-0.041697282,0.0035024062,0.009285942,0.009789857,-0.0146238785,0.0009785021,0.03259839,0.001605675,-0.028125353,-0.008849656,-0.12375618,-0.0067051505,0.0068493453,-0.05206763,0.00934935,-0.024870733,-0.0035438917,-0.0057144784,-0.025330476
CONTEMPLATIVO,-0.013101715,-0.03978461,-0.010738863,-0.023258379,0.01196134,-0.046466943,-0.012700534,0.0050471094,-0.019697508,-0.008599802,0.0667648,-0.0070740706,-0.027878262,0.0028839167,-0.009505615,0.023206374,0.017931165,-0.003659534,0.02387948,0.003616413,-0.029817991,0.061376326,0.012236893,0.029675644,0.008211366,-0.012732647,-0.03178007,0.013449235,0.0064362437,-0.03355784,0.009007245,0.015605159,-0.019616561,-0.032510668,-0.011927116,-0.020835748,0.014933634,0.031556666,-0.010498352,-0.0026211066,-0.0008347379,-0.05301812,-0.026646938,-0.02123954,0.027719906,-0.0224678,0.021767966,-0.027080432,0.040344875,0.005974348,0.0207679,0.0002565564,0.03192226,-0.008525528,-0.0062040435,-0.0016560195,-0.031120373,0.009441326,-0.026562048,-0.0009930078,-0.034424327,-0.015495978,-0.009623926,0.020332552,0.013385747,-0.015475815,0.042424664,0.019009978,-0.04282926,-0.028766394,0.022351323,-0.017616352,0.04596456,-0.008026386,0.011332791,0.0072070444,0.0036701332,-0.016391385,0.019172383,0.018092584,-0.009341943,0.024999198,-0.034839675,-0.02540657,0.00089882093,0.0043650097,-0.008310869,-0.025136136,0.02566753,-0.019829944,0.016785685,-0.0064920587,0.0013324458,-0.007811647,0.055414863,0.016412426,0.011133297,0.010578925,-0.0028353832,0.0129236905,0.015238062,-0.014808377,0.024672925,0.025826529,0.03668908,0.0036604747,-0.009315336,-0.00040893,-0.0011747957,0.015126899,0.021171091,-0.0067349444,0.010862719,0.0036182827,0.03261315,0.01356584,-0.0054145455,-0.056971993,0.00017491977,0.010333304,-0.02410829,-0.021113925,-0.0034214181,0.008874116,0.007875053,-0.027612334,0.026313078,-0.008756976,-0.029269516,0.046163112,0.01072076,0.02628499,0.03113137,-0.00795929,-0.014388504,0.0050118407,0.0027471096,-0.032080553,0.050897084,-0.0068680225,-0.011978058,0.0077340095,-0.017949654,0.034936164,-0.044939708,0.031026695,0.00051727146,-0.0044835894,0.0069039334,0.03195519,-0.033699244,-0.031917673,0.014319378,0.01410653,0.009509077,-0.0033768998,0.015933055,-0.014383074,0.0064007244,0.0035434687,0.010136521,0.009823741,0.023246644,0.004174472,0.013712615,0.0022491496,-0.028962445,0.010113319,0.013975918,0.016690928,0.007433678,-0.026017439,-0.040529706,-0.011418341,0.019415135,-0.0027849542,0.012642836,0.0077193836,0.016239777,-0.012901636,0.034961756,0.0049453173,-0.015494736,0.049463823,-0.013709901,0.016810961,-0.007749195,-0.011745838,-0.0220858,0.0035129194,-0.0071033016,0.013123881,-0.010246713,0.010008821,0.023619577,0.016616205,0.029930606,-0.019597758,-0.02710807,0.009221431,-0.0019031093,0.022521306,0.021527318,0.008333992,-0.032405734,0.011670647,0.0069577,-0.05492071,0.03328507,-0.006657876,-0.02849014,-0.013010709,-0.021846062,0.012488658,-0.024773523,0.045283865,0.0012003146,0.0024566953,-0.0010757074,0.0078017353,0.009157202,0.0034015086,-0.028896563,-0.028868442,0.020862177,-0.010554455,-0.011865996,0.05953405,0.02997629,0.02219293,0.022736296,-0.036286734,0.014182429,-0.012026498,-0.022255128,-0.0046988125,-0.024166157,-0.02589581,-0.03099653,-0.0021607992,-0.025919188,-0.0098777525,-0.05231203,-0.009791946,-0.07663085,0.043466087,-0.07328075,0.06441495,0.030518617,-0.018484239,0.025796294,0.005481701,0.02977122,0.093060784,0.059599906,-0.0010492535,0.0051318714,0.028383251,-0.05016757,0.004565877,-0.014962542,-0.023704547,0.010114538,0.028993977,-0.005969025,0.0043124696,0.07433394,-0.011772905,-0.018877067,0.009433899,-0.015640516,0.023520105,0.019039538,0.008601619,-0.009050104,-0.016781216,-0.007561717,-0.020007048,-0.03332577,0.025252458,0.028400026,0.0070744,-0.012667244,0.010304168,0.028154543,-0.015862066,0.006991235,-0.024409745,-0.006417495,-0.00019890288,-0.0018214248,-0.0033965595,-0.01187611,0.012593662,0.0014710681,-0.03561123,-0.038587287,0.028605534,0.0010398173,0.009026938
CARINOSO,-0.010762146,-0.025648901,-0.02173234,-0.042750757,0.086712874,0.0019772085,-0.02044135,0.08136341,-0.0035033973,-0.037004337,0.107397474,0.045037486,-0.06400661,0.026786154,0.012621538,0.01408485,0.14065781,0.07947137,-0.008758882,0.032330185,-0.046810415,0.035336185,0.016651329,0.05247062,-0.03572739,-0.02378998,-0.0381381,0.020450931,-0.017815765,0.045064498,0.012829454,-0.07681837,-0.04772835,0.03539338,-0.053213045,-0.0679209,0.0024097776,0.030232335,0.043504726,-0.015835926,-0.008146188,-0.081078745,-0.054769505,-0.049415506,-0.124780804,0.069631845,0.014142427,-0.041615244,0.047231797,-0.17189173,0.002457675,0.023847425,0.014788107,-0.01820424,-0.042544413,0.017557448,-0.04491727,0.011105879,-0.048278976,0.061455864,0.02493787,-0.008320264,-0.016958326,-0.043501917,0.08353284,-0.059560463,-0.018120332,0.017879955,-0.030940685,-0.017482959,0.00995628,0.015958983,-0.044626094,-0.026360266,-0.039038755,-0.03526355,0.008374042,-0.004048317,0.026375746,0.0036263075,0.05329506,0.02361339,-0.0030396516,-0.018166408,-0.0024961554,0.010080456,0.049460478,-0.02951833,0.052079823,0.019578004,-0.031782534,-0.07735893,-0.040345043,-0.024254398,0.06700822,-0.028343821,0.011802538,0.00057457335,-0.058096223,0.08536691,0.009744398,0.011010367,0.010415666,0.06287629,-0.006880408,0.019020654,-0.036693733,0.021332504,0.064178966,-0.0083824545,0.029855099,0.046125066,0.0037790688,0.03473518,-0.01924164,-0.0060711866,-0.00057330116,0.046740536,0.02578833,0.03463797,-0.031566445,-0.010331143,0.0027496987,-0.011783946,0.045019064,0.044155803,-0.015187207,-0.018794242,-0.002258507,-0.0034786742,0.0065261875,0.06786887,-0.03593149,0.005451704,-0.08832326,-0.007746986,-0.029192211,-0.049986783,0.07466022,-0.0070548956,-0.019697933,-0.017814433,-0.0082019,0.030364143,-0.05611503,-0.045952145,-0.016180998,-0.0022411135,0.028583404,0.0041332925,-0.022814436,-0.04141548,-0.055277333,0.027403783,-0.043769177,0.024393339,-0.08046078,-0.037434418,-0.056820676,-0.051355198,-0.04377724,0.020912746,0.06452195,0.075963065,0.032641932,0.0005435784,-0.011751876,-0.025639163,0.013086362,0.0013496802,-0.0068019666,-0.04594224,-0.009551048,0.0025679518,0.05410469,0.053915314,0.03250304,-0.0077094925,0.016129442,-0.037177317,0.058431886,-0.02131999,0.024342325,0.09290578,0.022248603,0.024009723,0.0074252863,0.040529665,-0.0033097568,-0.0379358,-0.01787178,0.050063614,0.010524024,0.014979619,0.0033442576,0.03126519,0.037066743,-0.0032075145,-0.07995215,0.028443398,0.022500915,0.054391187,0.010087549,0.044158783,-0.08556745,0.04641836,-0.014474833,-0.09967842,0.033360213,-0.025126057,-0.019970477,-0.0032245668,-0.0713809,-0.013237628,-0.019314958,0.03067142,-0.0011153491,-0.03875748,0.034737796,0.0017183158,0.023731861,0.010753057,0.05007966,-0.034199335,0.018433532,-0.04085776,0.046319205,0.016224828,0.038969155,0.038004935,-0.0092442585,-0.06381259,0.015323076,-0.018559048,-0.023824291,-0.05715242,-0.03251575,-0.026577914,-0.0007570453,-0.010241262,-0.019461317,-0.029610477,0.030323813,-0.010734386,-0.028862836,0.032923397,0.05987117,0.09659011,0.046427514,-0.02250817,0.038966257,0.04935525,0.036006257,0.011043357,0.0395205,-0.008741338,-0.007319485,0.037200905,-0.100940414,0.0023170854,-0.012002564,0.023597296,-0.0014072096,-0.035289206,0.04014067,0.01821868,0.01744237,0.064337865,-0.002391746,-0.026009714,0.031698205,0.0703736,-0.058040697,0.042505067,-0.011962044,-0.028443396,0.021523334,0.043082222,0.04717311,0.0080878055,-0.013593734,-0.08116298,0.04043833,0.007744601,-0.06605503,-0.013670562,0.022965083,0.01436228,0.0035241249,0.037988342,0.0056060585,-0.034463476,0.026518064,0.092266925,0.038043916,-0.0030018832,0.06593912,0.04022596,0.03563533,-0.0009859556
