,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
abandonado,0.01235991,-0.025606636,0.0025347231,0.029408518,0.04342465,-0.010721569,-0.0017485023,0.0201624,-0.023202965,0.033368364,0.03550222,-0.021036012,0.010323164,-0.016770002,-0.010155071,0.026759421,0.039918784,0.014707668,0.007222606,-0.04952187,-0.023154767,0.0058704377,0.0036799992,0.031951282,-0.027922017,-0.013987765,-0.04300998,0.026414774,-2.0369887e-05,0.020473428,0.022395238,0.027493376,0.009896966,-0.06954604,0.015893873,0.002684922,-0.011300134,-0.01956677,0.014193075,0.03639441,-0.026149204,-0.02844143,0.010148091,-0.02594749,-0.0026703393,-9.83547e-05,-0.0033005914,-0.0046166833,0.04660438,0.029989975,-0.022165349,0.03368777,0.015615685,-0.0019177989,-0.00032645464,0.019805538,0.046444334,-0.030443817,-0.045966182,-0.014745191,0.024517467,0.008392128,-0.016534206,0.02399734,-0.05253678,-0.061819334,-0.013637892,0.035248544,-0.032531213,-0.016219003,-0.012535105,-0.02124752,-0.014853414,0.030576587,0.021867588,0.008424292,0.039976552,-0.044858005,-0.005149503,-0.0039210003,-0.040625736,0.051805567,-0.012369092,-0.025432726,0.027938776,0.0051319855,-0.022252731,-0.030700978,0.021207882,-0.040928468,0.004072757,-0.005285158,-0.014686725,-0.06616006,0.047958255,-0.0036323145,-0.026680257,-0.02297366,0.0055689598,0.015994158,-0.011207874,-0.013295949,-0.001394589,0.0062112613,-0.0036510031,-0.009199098,0.007672096,-0.025802435,-0.001010912,0.018843647,0.016578697,-0.028564211,-0.003995781,-0.011834431,0.0141875595,0.0080579715,-0.07174664,-0.024929767,-0.003626263,0.038395658,0.03279154,0.049002502,0.024082286,-0.03654825,-0.01867462,-0.02182424,0.006353908,0.062315874,-0.030092664,0.0007996998,-0.0057986868,0.05513158,-0.004365651,0.006242769,-0.02615725,0.04722281,-9.2275026e-05,-0.031409066,0.047002744,-0.012867335,0.019741168,-0.009008888,-0.07156884,0.016998794,-0.012266894,-0.028481679,0.010176105,0.022784332,0.0012470136,-0.03560098,-0.01797286,0.0017212981,-0.026858522,-0.03135515,0.03937772,-0.04392263,-0.032223895,-0.0007413956,0.006548969,-0.014728167,-0.0059856996,0.00964693,0.010617162,-0.001588331,0.015307819,-0.036972895,0.0057653077,-0.04985397,-0.020781897,0.013862377,-0.00181373,-0.0012622881,0.0030518726,0.0041857376,0.014258261,0.0072026867,-0.04107577,-0.03658253,0.021741308,0.008737605,0.08409291,-0.0019938233,0.0049209427,0.036280267,0.009004492,-0.011730706,-0.0035113012,-0.0064969715,0.019199243,0.02544226,-0.017910678,0.028428541,0.03113899,0.037222654,-0.009361092,0.022450827,0.028575178,-0.027993279,-0.036077756,0.016382748,-0.016808398,-0.019332645,0.03215864,0.025081797,-0.00030773215,-0.00017463675,-0.020096656,-0.05482815,0.009719093,0.0031341256,-0.010601074,-0.00097095873,-0.0053727534,-0.008937706,-0.004288632,0.013921784,0.00040695278,-0.06919135,0.020870017,0.043107945,0.008423132,0.02381583,0.022992887,0.02530495,-0.009525455,0.043142587,0.004228154,0.009649996,0.0072049624,0.024646439,-0.010439785,-0.019665923,0.04505365,0.0068269023,-0.016559906,0.007452079,-0.019016007,-0.00078821887,-0.017175954,0.011735538,-0.057772473,-0.015236393,0.0106474105,-0.018143764,-0.061561663,-0.0486682,0.024813203,0.04011897,-0.0065157423,-0.035467498,-0.004854219,-0.022350429,0.06320241,0.014966522,0.024732653,0.0003014,0.020552937,-0.010005161,0.015930232,0.025183959,0.016744623,-0.005828149,0.0049810167,0.022179801,0.015487037,-0.015541241,0.017120354,-0.026338743,-0.008101512,0.006366401,0.028020607,0.028096415,-0.036784116,0.008522455,-0.009533373,-0.037313215,-0.016123999,0.010197084,0.016528627,-0.0004736624,-0.0020055291,0.032661628,0.008103255,-0.00023273668,-0.0056894785,0.034914974,0.03490176,0.03928931,0.036959514,0.0036581424,0.016009625,-0.08799325,-0.008631042,0.00091037777,0.015012958,0.01714017,0.0063402345,0.0101980185,-0.0058322246,-0.00081679475
abejas,-0.0064843902,0.056490637,0.07177341,0.008968605,0.17834379,0.045052953,-0.084328726,-0.003803046,-0.047980953,-0.050679605,0.060795326,0.040777955,-0.0132642,0.096191086,0.04124323,0.022024017,-0.04579038,-0.035330776,0.06767557,0.09572839,0.021946765,-0.110913016,0.0067916326,0.077096984,-0.11296507,-0.026490401,-0.15229592,-0.01661494,-0.0022928938,0.06001064,0.061764352,0.008853093,-0.0072205625,0.029986376,-0.15853822,0.03259928,0.030871648,0.07570672,0.0038379715,-0.0037539438,-0.08370109,0.06639572,0.037849642,0.041765783,0.06789747,0.04832313,0.0062313653,-0.055104006,0.041464113,0.036704995,0.03402474,0.06617196,0.020663824,-0.03665181,0.079973504,0.025128078,0.09267143,0.05342986,-0.00709786,-0.12270006,-0.07195706,0.033198208,0.08614008,0.08227916,-0.07106161,-0.050977737,-0.021917222,0.04337879,-0.1109298,-0.016542539,-0.045304194,0.14972138,-0.057832755,-0.14814076,0.057045795,0.021249976,0.03289697,-0.00532852,-0.03176671,-0.031442612,-0.010347033,0.12138325,0.07535954,0.14943956,0.07473682,-0.026535567,-0.0021891058,-0.059074063,-0.022119524,-0.009474872,-0.095958695,-0.03740821,-0.008290747,0.023804693,-0.004329267,0.02280026,0.0819532,-0.02024842,0.071196154,-0.095552936,0.024067577,0.016121255,0.07799969,-0.014527634,0.015911778,-0.021189958,0.079352796,0.06596203,0.1098087,0.0113004325,-0.04022739,0.015181661,0.09496899,0.027591813,0.050719686,-0.008132668,0.11793144,-0.06521602,0.0043128133,0.015749235,0.0038871854,-0.085154705,0.008382076,0.05991283,0.086316064,0.011993139,-0.0233166,-0.027645955,0.022033537,0.028941084,-0.084048286,0.094087794,-0.039364055,-0.0016247481,-0.035253674,0.037656706,0.05991121,-0.0069168136,0.012293902,0.018317023,0.07696013,-0.042102683,-0.0094957305,-0.054965556,0.023841977,0.07612858,0.08084757,-0.058352757,-0.017088536,0.08162312,-0.0026520118,-0.02721766,-0.037499715,0.050059326,0.08848898,-0.06775729,-0.059265513,-0.08197386,-0.046057414,-0.022829222,-0.07974325,0.01957184,0.06171316,-0.0643622,-0.020212455,0.076260135,-0.0007304851,0.041709773,-0.016795805,0.070831165,-0.06602804,-0.028197432,-0.049719535,0.079895936,0.10883955,0.022519039,-0.07537101,0.055636235,0.012721027,0.018266218,0.07154671,0.08555138,0.05549117,-0.0048975833,0.0094720125,-0.06628667,0.014693749,0.029135415,0.018654365,0.06415289,0.13348243,-0.04741955,0.050059088,0.034104537,-0.018281553,-0.07038911,-0.008331427,-0.015074226,-0.012569475,0.057189114,-0.0606144,0.044988774,-0.073318884,0.023184977,-0.09399235,-0.058714025,-0.006824118,-0.12817723,-0.02844647,-0.027030472,-0.05895921,-0.030562062,0.029683232,0.09128912,0.07186101,-0.06582893,0.06562697,0.0754073,0.021427948,-0.0019541136,0.043640308,-0.09675514,-0.017038489,-0.0024941587,-0.16095825,0.06692366,-0.008867382,-0.027847338,0.00911363,0.07054368,0.06765171,-0.010966063,0.0030555513,-0.004836918,-0.092824146,-0.066057965,0.0060264515,-0.004620356,0.015535617,-0.05108095,-0.08213797,0.008277023,0.08098018,-0.09857541,-0.13281415,-0.103873864,-0.09726985,-0.11105164,0.11819563,-0.05810237,0.03285726,-0.05474019,0.04689256,0.019630851,0.0037575979,-0.043569796,-0.032666728,0.011644008,0.0015088156,0.023878379,-0.058782976,-0.023103606,-0.055466026,-0.018179534,0.019930657,0.027654832,-0.026571449,0.029845381,-0.12564622,-0.020141644,-0.0035190172,0.017750734,0.11502664,-0.17636535,-0.06591864,-0.10729977,0.067675605,0.06429741,-0.08805828,-0.03825409,-0.015052046,-0.029712802,0.11539656,0.04551073,-0.05632633,-0.00104606,-0.04880541,0.010279993,-0.05195298,0.0397209,-0.03127853,-0.09841095,-0.022809222,-0.05624361,0.018391525,-0.008622283,0.06822415,0.0045357696,0.034439195,-0.06696934
aborto,-0.11395651,0.0010082185,0.029912254,0.06831777,0.105360985,-0.022852477,0.06558296,-0.026958883,-0.06214584,0.094744965,0.07297037,-0.0319217,-0.07552632,-0.004211724,-0.010367642,0.10335133,0.074503146,-0.09425226,0.050846867,0.027351726,0.020901408,-0.020594902,0.017667895,0.072138794,-0.055039566,-0.06506343,-0.035205685,-0.116168156,0.07452311,0.011155748,-0.063653104,-0.042248733,-0.07794845,0.02329447,0.11117466,0.10533868,-0.036045212,0.05761633,0.020253282,0.12226033,-0.042487983,-0.050829887,-0.03472908,0.089125365,-0.025194917,0.06769939,0.03458748,-0.058025904,-0.029136663,-0.03542055,-0.028583983,-0.017826814,-0.006640362,-0.08846022,-0.049091343,-0.028016392,0.0325597,-0.11495398,-0.01501016,-0.1278829,0.07641475,0.023934904,0.019952761,-0.091844305,-0.03396095,-0.041443594,0.055969663,0.055068683,0.08274538,-0.07129,0.032425776,0.0035356828,0.0037844584,-0.013105203,-0.004692348,-0.04045712,0.09221859,-0.057734657,0.029549405,-0.037820674,0.043722894,-0.022561362,0.05386014,-0.085886806,-0.014415616,0.00079761294,0.05036019,-0.014282443,-0.04156422,-0.05157312,0.034063723,-0.0072300322,0.03831558,0.040599473,0.014945644,-0.04674687,0.06555233,-0.055975307,0.031048631,-0.10669382,-0.054077446,0.017321192,0.0042271717,0.06102996,-0.06851953,-0.021424249,-0.034746207,-0.067262,-0.0071120085,0.067161225,-0.023571547,-0.021010509,0.06698385,0.026979933,-0.006567289,-0.0061889444,0.06022814,-0.0012558174,0.029372698,0.047640115,0.027001312,0.04905733,-0.07704127,-0.047771428,0.07650882,0.03372787,0.033408646,0.01792686,-0.060919583,0.039052483,0.010482651,0.07294844,-0.08540199,0.050961137,-0.019519763,0.10329536,0.028707245,-0.02430756,0.08993226,0.031303175,0.16976705,-0.0027185634,0.0213736,0.030674245,-0.12417986,-0.028738003,-0.18271913,-0.0062705977,0.013251616,0.071601495,-0.16719422,0.010667935,-0.0966361,0.09893551,0.07104382,0.033389583,0.023450453,-0.010392064,0.11152778,-0.04976488,0.06261091,0.0982659,0.016170254,-0.029009234,-0.09861721,0.04364664,0.0178794,0.058617868,0.0072838604,-0.10574798,-0.030007672,-0.011747815,0.023176853,0.056141116,-0.07812006,0.0706654,0.08678017,0.052772183,0.03601579,0.061633058,-0.0031116218,0.118443504,0.07047184,-0.006104079,-0.00052616524,-0.03346405,-0.030918937,0.0049282075,-0.055168875,0.037322234,-0.031567685,-0.017639248,-0.030308131,0.029509429,-0.027385185,0.023554614,-0.040192157,-0.052859683,-0.04050864,0.019918974,-0.055100895,0.06998376,-0.041530453,0.076410905,-0.07074179,-0.023090398,-0.07427331,-0.09800883,-0.04082119,-0.10276679,-0.051154472,-0.057483625,-0.0026199713,-0.030214226,0.075846985,0.047388885,-0.021313474,0.019279271,0.082307875,0.10413371,0.101978704,-0.0135418745,0.0051966785,0.040428907,-0.027461683,-0.008738035,-0.0707696,-0.07253071,0.08858645,-0.07978685,0.07530283,-0.13486712,-0.042469844,0.124528065,0.0386348,-0.07009587,-0.06767639,0.004021453,-0.011813765,-0.09424841,-0.052321207,-0.038225323,-0.13411792,-0.054028023,-0.10113156,-0.015827322,0.1286576,0.086785614,0.044477634,-0.07781015,0.003288798,-0.05170735,0.0898518,0.051686294,0.04248288,-0.07068228,-0.0064356686,-0.054535937,0.15668395,0.00023773909,-0.026673442,-0.040159203,-0.04170167,-0.06553898,-0.0050215973,0.1278443,0.030223336,-0.065142676,-0.072316855,-0.035193037,-0.074767336,-0.06845382,-0.018339735,0.014436956,-0.038873143,-0.056715656,-0.022643859,0.08434487,-0.1221533,0.0020869956,-0.16051753,-0.048078846,-0.021596413,0.016186811,0.059081126,-0.08853291,-0.008420154,0.102410376,0.05237187,-0.06359997,-0.074713156,-0.014389003,-0.025492754,0.014879858,0.0042545684,0.05512768,-0.037741028,0.01077495,0.058252703,0.03984768
abrasador,0.018410055,-0.013558542,-0.016788883,0.035603177,0.046319243,-0.044744413,0.03560032,-0.01638935,0.014308418,-0.01874518,0.07740499,0.00065710535,-0.05045626,0.019797117,-0.011118209,0.027945548,-0.08417454,-0.013428923,0.042711027,-0.015681844,0.0023279525,0.05682099,-0.0038472465,0.011785939,0.0029708701,-0.009358545,-0.010532074,0.09674775,0.04689961,-0.020759527,-0.025969867,-0.06196129,0.06371089,-0.02301396,0.027508557,-0.030969098,0.011496349,0.0334421,-0.022938006,0.025513712,0.0004477678,0.005224448,-0.009390503,0.0059144394,0.012487538,0.0052420627,0.038593408,0.0634958,0.070615456,0.0480103,-0.0041963123,-0.011781896,-0.004934927,-0.02653341,0.06582084,0.02111949,-0.03166613,-0.01671189,-0.016935615,-0.03951371,-0.044879496,-0.005929459,-0.007841941,-0.03907018,0.065949775,-0.09433128,0.04434909,0.043637596,-0.007087024,-0.038324747,-0.09173781,0.040028714,-0.06026924,0.03776303,-0.0010265146,0.05483939,0.00845924,0.051360544,-0.05135151,-0.04120626,0.018472329,0.01624129,-0.035721343,-0.049867406,0.005493308,-0.08813903,-0.06811639,-0.017973248,0.009775016,-0.06224887,-0.005915502,-0.042720012,-0.05242519,0.051708486,0.022430569,0.06280634,0.007057911,-0.013575424,-0.0212277,0.08079481,-0.02147323,-0.013379453,0.008326739,0.09309963,0.017564708,0.026890106,-0.06287877,0.046552416,0.026259042,0.022744674,0.0269631,0.008795852,0.011293355,0.04443882,-0.03297466,0.020633303,-0.043409348,0.006177628,0.039449945,-0.0037007937,-0.08239405,-0.05280105,-0.022015445,-0.01599425,-0.011593532,-0.012334515,0.032437053,0.031692218,-0.033947427,0.013624756,-0.006457404,0.04387737,0.018865526,0.015016055,-0.012386084,0.015436167,-0.0032028165,0.0068754987,0.045205258,-0.011522406,-0.038358755,-0.0069544725,-0.021284424,0.04651871,-0.045584075,-0.061140288,-0.0013860185,-0.00028062332,0.013739987,0.05501194,-0.0017835703,-0.0058841775,-0.071079426,-0.01436913,-0.048535958,-0.037193045,-0.043725096,-0.012510968,-0.011654041,-0.008817466,-0.001525518,0.005705471,0.02682872,-0.053734604,-0.00973174,0.027332764,0.013775419,0.08820183,0.004882396,-0.018672103,0.09492035,-0.0440527,-0.027117068,-0.06382977,0.024827095,-0.004910308,-0.013430275,0.005798154,0.030115496,0.042716987,0.03615206,0.024192663,0.0652867,0.051909987,0.017390259,-0.00905118,-0.013661174,-0.058053523,0.04064988,0.017665539,0.023404445,0.040854156,-0.055579286,0.043867942,-0.02719899,0.0293392,-0.014788683,0.013353338,-0.08195097,0.033156514,-0.02215869,0.07711726,-0.04072752,-0.0065519484,-0.06077083,-0.004473809,-0.014137402,-0.07917159,-0.0028698742,-0.014308,-0.024308491,-0.019434862,-0.020816209,-0.064616755,0.013023052,2.5819754e-05,-0.021287914,-0.03070562,-0.04238147,-0.0058148745,0.017240878,-0.010187703,-0.03388758,0.009959406,-0.010892687,0.056147672,0.06336887,0.01606627,0.027741967,0.014359284,-0.010211238,-0.075369164,-0.01868913,-0.0050955294,-0.0075478856,-0.00026786036,-0.018192414,-0.029363625,0.040065203,-0.03111628,0.02751477,0.024481965,-0.02858845,0.005954981,-0.04279054,0.05226167,0.047744114,0.07574564,0.07883211,-0.04823391,0.03170474,-0.0390174,0.025360104,-0.020707041,0.014726416,-0.025399227,0.030634142,0.03491227,0.032939345,0.09138387,-0.108529836,-0.018144233,0.0069556986,-0.046359133,-0.023923129,-0.08542325,0.044908088,-0.04963558,-0.016927,-0.01874929,0.039946586,-0.002559755,0.027618386,-0.014807782,-0.006544648,-0.06734836,-0.006590187,-0.03819267,-0.011592582,0.012200793,-0.02421323,-0.0021116456,0.010130435,-0.008523142,-0.04294161,0.018615123,0.023755483,0.0013819735,0.05995922,-0.0050221393,-0.029715292,-0.032544468,0.0039410703,-0.0026468826,0.061305784,-0.049335662,0.07212468,0.00068472524,-0.009070478,-0.0052916235
abrazo,0.004405399,0.045446716,-0.013912559,-0.07478124,0.024688203,-0.105336666,-0.05133616,0.019114453,0.005728587,0.02220912,0.13876578,0.09374249,-0.019967722,9.4483796e-05,0.03732062,0.06236869,0.03948284,-0.00463548,0.054337133,0.06283523,-0.07409887,0.07214655,-0.026085932,0.07868004,-0.0799108,0.008943168,-0.0021172136,0.009399848,0.050617117,0.10691638,-0.035428654,0.031057518,-0.06695707,0.0069263713,-0.00761078,-0.062425,-0.008824436,0.012971988,0.14545295,0.069448575,0.04497116,-0.055420555,-0.08808595,0.04373838,-0.082300104,0.1252859,0.06476335,-0.038210966,0.04779646,-0.11669024,0.0055067525,0.107072175,-0.012282066,0.022069672,-0.07884584,0.09068921,-0.07165859,-0.058248736,-0.0085542435,0.002716863,-0.037643924,0.011221644,-0.0043236837,-0.025158301,0.05103757,-0.057104994,-0.00414979,0.059268214,-0.037512824,0.028802712,-0.06670045,0.07034123,-0.0006486511,0.050592124,-0.079278685,0.029759914,-0.0019313454,-0.055220753,-0.092064284,-0.020431504,0.08484147,-0.065475605,0.015356464,0.03486233,0.03747219,0.0009906471,0.038074594,-0.043565966,0.07970069,-0.0047409385,0.034934632,-0.060500316,-0.08977916,0.021902543,0.062328625,-0.0060448563,-0.0049545877,0.021758731,-0.057182442,0.065315895,0.030504804,0.0996411,-0.054820575,0.07600682,0.058132865,0.08674407,-0.033464096,0.013757926,-0.021361249,-0.019314447,0.009304589,0.044865556,0.0032066882,0.008084468,-0.10664652,-0.03189231,0.04954228,-0.026160145,0.10084786,-0.08493421,-0.038138803,0.02286535,-0.044823654,-0.07721487,0.018407334,0.023429718,-0.01145617,-0.02155106,0.01298582,-0.03433143,0.008045309,0.12795563,-0.097758874,0.013960014,-0.07135801,-0.035256185,0.012114858,-0.042418443,0.040239662,-0.021420728,-0.023696782,-0.07234074,0.015570064,-0.0017269105,-0.10831691,-0.028288797,-0.0432925,-0.035632037,0.049603615,0.04104965,0.0799645,-0.026873935,-0.09972974,-0.035683442,-0.06256212,0.024033004,-0.047047026,0.07002635,0.003422001,-0.026578942,-0.046811346,0.033871517,0.06468121,0.021552963,-0.032501597,-0.054870725,-0.008343162,0.036816385,0.04963405,-0.02799156,0.0058270064,-0.077005714,-0.00054217613,-0.0030156064,-0.014719991,0.11946654,0.03493141,-0.012573084,-0.00493014,0.048927587,-0.0322616,-0.014605838,0.033846892,0.080502905,-0.06006218,0.09073035,-0.105402425,-0.04219206,0.014355712,-0.050320696,-0.02637354,0.048845835,-0.06307587,0.02198869,-0.0900397,0.041778095,0.021066025,-0.045251608,-0.12881936,0.09525996,-0.045775898,0.037297823,-0.0013026908,0.041751307,-0.081254065,-0.06118235,-0.06238513,-0.14391045,0.04567963,0.01553719,-0.025732433,0.060012497,-0.08870138,0.03568574,-0.008917587,-0.08456223,0.0085051805,-0.031029215,0.078329735,0.029278237,-0.025217503,0.034179308,-0.021671232,-0.02294027,0.057810217,-0.03688695,0.11190708,-0.0026144653,-0.008984688,0.04527899,-0.09089725,-0.0010177701,-0.01880816,0.03620387,0.005130717,-0.034697186,0.017638529,-0.028734008,0.06483744,0.0061776666,-0.010438383,0.0055034356,0.021053437,0.013982725,0.013620046,0.046643693,-0.07358458,0.11325321,0.10630746,-0.07298904,0.007829855,-0.022836493,0.06008629,-0.00028505697,0.030065143,-0.1003835,-0.036189966,-0.010591155,-0.097638205,-0.020241115,-0.01239722,0.034985922,0.059161413,-0.08641377,0.011312045,0.0032599159,0.008329578,0.010574183,0.0145255495,0.032649197,0.07158275,0.005702761,-0.048568018,0.004475525,-0.014547735,-0.068885304,-0.0055266796,-0.0148306135,0.045738164,-0.06384288,0.007923514,-0.048119538,-0.054448854,-0.06029185,-0.03962653,0.06275302,0.057405956,0.07090117,0.013882235,0.063198105,0.00053018593,0.017835258,0.03584013,0.058608256,0.03295181,-0.005523701,0.05758039,-0.02454621,0.004591611,0.08751052
abrumado,0.004554029,-0.050205685,-0.010304409,-0.009290938,0.03918748,-0.015507494,-0.03457369,0.044323415,0.009508082,0.02942482,0.08309714,0.061247654,-0.00788137,-0.038708307,-0.041615035,-0.0007418599,0.013012015,-0.012828529,-0.008372324,-0.0071287104,0.01741396,-0.027095314,-0.052210886,0.013509512,-0.06937557,-0.036514472,-0.015367391,0.059236508,0.024856534,-0.0061802743,0.07013675,0.0073527354,0.051781435,0.038737837,0.01818383,0.026169589,-0.003423368,0.05464562,-0.009998007,-0.011214356,-0.045390133,-0.051868223,0.0026162672,0.005056507,0.013209364,0.027265236,-0.0162577,0.04176543,0.016524654,0.057184525,-0.0028074323,0.045849394,-0.03927603,-0.00854378,-0.03882291,-0.09562201,0.0008836043,-0.06377165,0.039544333,0.017722594,-0.015846046,0.005222057,-0.022448216,0.032437928,-0.0016980411,-0.04832087,-0.0010987744,0.027137632,-0.018728616,0.0049003237,0.035379548,-0.020251853,0.037448652,0.0705025,-0.026652183,0.071399406,0.025505451,-0.043602575,-0.040999822,-0.046835374,-0.013392651,0.053175867,-0.017958138,0.021927016,0.012964926,0.019000739,-0.00608292,-0.022206668,0.055806935,-0.017757153,0.016554225,0.0060495236,-0.010210042,0.019223692,-0.014440903,0.058109403,-0.06791681,-0.0121967895,0.050859045,0.09828977,-0.019700179,-0.027078044,0.034643535,-0.01705524,0.024991179,0.01974507,-0.021761686,-0.001535348,-0.076489165,-0.021746393,-0.018209677,-0.06954942,-0.031152312,-0.012542302,-0.003010372,-0.06560814,-0.08443529,-0.009082234,0.015249185,0.07637604,-0.02907957,0.011137231,-0.030063825,-0.07148747,0.017712504,-0.010668543,0.011023113,0.06766172,-0.04130808,-0.0092910845,0.030456604,0.047067113,0.02526003,0.029098073,-0.003957177,0.076807275,-0.02164601,-0.02576816,0.064400926,0.025607722,0.037208814,-0.05200533,-0.108965926,0.06331459,0.00083256594,-0.009824663,-0.01951751,0.048652954,0.06582265,0.04771835,0.023738444,0.0015421695,-0.044585567,-0.00839867,0.03473045,-0.09837365,-0.026139144,-0.019825274,-0.00021941644,0.00066284224,0.0490214,-0.0028611883,-0.03788309,-0.028042002,0.008522993,0.0062236935,0.07319341,0.018817397,0.01541056,-0.008458299,0.009577717,-0.042409964,-0.013518847,-0.027235402,0.014986044,0.0040033655,0.039916404,-0.030802956,0.009999967,-0.04205029,0.11116551,0.006290061,0.016685132,-0.006809123,-0.044362452,-0.021363582,-0.047162477,0.005151575,0.105465,-0.043582402,-0.036033932,-0.017959626,0.04145658,0.058905847,-0.051438328,0.064621076,0.019467404,0.012825148,-0.0817562,0.040282667,0.04722149,-0.05257165,0.09050159,0.009999523,0.026603801,0.0482828,-0.024720067,-0.118326984,0.025248166,0.028139515,-0.033316188,-0.019034667,-0.043343425,0.016573459,0.0073467568,0.015255281,0.019411935,-0.080512114,0.06914684,0.08563166,-0.0244874,0.032446362,0.00041424777,0.0023420227,0.021361198,0.010621136,0.049860325,0.009400596,-0.018235927,0.0374055,-0.03465507,-0.01593048,-0.04498895,0.022495989,-0.009521664,0.015300365,-0.0143842185,-0.008666513,-0.005684543,0.025540395,-0.035555948,0.059901826,-0.014557427,-0.006319445,-0.07778166,-0.030689703,-0.00083449896,0.020063724,0.052081525,-0.028932823,-0.046886094,-0.008340485,0.045118757,0.020319479,0.041553658,-0.031402472,0.082534194,-0.021898268,-0.0038130374,0.05561189,0.059671547,0.011362395,-0.023759587,0.05478463,0.052014608,-0.029365623,0.10092192,0.05738897,-0.005849537,0.018840719,0.006084167,0.0339644,-0.03914864,-0.0016333032,-0.06090479,0.031934965,0.027432421,0.01453217,0.042864155,-0.0016334163,-0.046754707,-0.0121438885,-2.0368025e-05,-0.035552897,0.01156793,-0.029886058,0.0007241399,-0.0122527685,0.015381545,0.0018504852,0.011855101,-0.09104781,-0.024152463,0.0020518817,-0.020709446,0.056865282,-0.011474384,-0.029007781,-0.009640346,0.01405482
